cid,poi_name,website,lat,lng,price_range_icons,reviews_no,price_range,tags,hours,photos,phone,reservations,online_visibility,address_text,is_closed,country,traffic,kwrd
0x1458233cea2a26df:0x486d5169097afbcb,BOSCO Restaurant Riverwalk,https://www.bosco-lounge.yolasite.com,30.0376499,31.4751672,,154,,['Restaurant'],"{'Saturday': '10\u202fAM–1\u202fAM', 'Sunday': '10\u202fAM–1\u202fAM', 'Monday': '10\u202fAM–1\u202fAM', 'Tuesday': '10\u202fAM–1\u202fAM', 'Wednesday': '10\u202fAM–1\u202fAM', 'Thursday': '10\u202fAM–1\u202fAM', 'Friday': '10\u202fAM–1\u202fAM'}",53+ Photos,015 59511200,,,"BOSCO Restaurant Riverwalk, Mohammed Naguib Axis, New Cairo 1, Cairo Governorate 4740201",,EG,,restaurants
0x145823608f982f81:0x7c642baeb33ef2e0,Arab Canada Shawarma Restaurant,https://www.facebook.com,30.0294098,31.4679178,,5,,['Restaurant'],"{'Sunday': '12–11:30\u202fPM', 'Monday': '12–11:30\u202fPM', 'Tuesday': '12–11:30\u202fPM', 'Wednesday': '12–11:30\u202fPM', 'Thursday': '12–11:30\u202fPM', 'Friday': '12–11:30\u202fPM', 'Saturday': '12–11:30\u202fPM'}",8 Photos,012 80006670,,,"Arab Canada Shawarma Restaurant, 2FH9+Q55، مدينة القاهرة الجديدة، قسم أول القاهرة الجديدة، Located in: Chill Out North 90, New Cairo 1, Cairo Governorate",,EG,,restaurants
0x14583e0d782b9645:0xa876946912fa374a,Shawarma abou mazen restaurant,https://www.aboumazen.com,30.069785,31.343314,$$,5475,Moderately expensive,"['Shawarma restaurant', 'Fast food restaurant', 'Restaurant', 'Syrian restaurant']","{'Saturday': '9\u202fAM–5\u202fAM', 'Sunday': '9\u202fAM–5\u202fAM', 'Monday': '9\u202fAM–5\u202fAM', 'Tuesday': '9\u202fAM–5\u202fAM', 'Wednesday': '9\u202fAM–5\u202fAM', 'Thursday': '9\u202fAM–5\u202fAM', 'Friday': '9\u202fAM–5\u202fAM'}",525+ Photos,011 01219675,,,"Shawarma abou mazen restaurant, عماراتشبابالمهندسين شباب المهندسين، ٢ El-Nasr Rd, Masaken Al Mohandesin, Nasr City, Cairo Governorate 4451502",,EG,,restaurants
0x14583cef939a7d6f:0xd870e521ff9dc7d7,Paul Downtown,https://www.paularabia.com,30.0167644,31.4128463,$$$,5543,Expensive,"['French restaurant', 'Bakery', 'Cafe']","{'Sunday': '8\u202fAM–11\u202fPM', 'Monday': '8\u202fAM–11\u202fPM', 'Tuesday': '8\u202fAM–11\u202fPM', 'Wednesday': '8\u202fAM–11\u202fPM', 'Thursday': '8\u202fAM–11\u202fPM', 'Friday': '8\u202fAM–11\u202fPM', 'Saturday': '8\u202fAM–11\u202fPM'}",1367+ Photos,011 23477773,,,"Paul Downtown, محور العروبة الجانبى, Cairo Governorate 11835",,EG,,restaurants
0x14582328e26514d9:0xef9b61a4911f0f58,LABISTROO Restaurant,,30.0244105,31.465037,,8,,['Barbecue restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",67+ Photos,,,,"LABISTROO Restaurant، النرجس, New Cairo 1, Cairo Governorate 4724244",,EG,,restaurants
0x145823ad692ddbaf:0x128d35f421c55e21,Health planet restaurant,,30.0270958,31.4962136,,4,,['Restaurant'],"{'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': '12–12:30\u202fPM'}",4 Photos,011 17743674,,,"Health planet restaurant، 3 skies plaza mall، التسعين الجنوبي، St، محافظة القاهرة‬،, Cairo Governorate",,EG,,restaurants
0x14583dc5b762ab0d:0xd7acc5662628840f,Don Filetto Restaurant,,30.0094556,31.4359756,,10,,['Barbecue restaurant'],,4 Photos,,,,"2C5P+Q9Q Don Filetto Restaurant, New Cairo 1, Cairo Governorate 4723315",,EG,,restaurants
0x145823d5d5c81137:0x4a3789fe488eb59c,Karma Restaurant & Cafe Point 90,,30.0203719,31.4952665,,75,,['Restaurant'],"{'Saturday': '9\u202fAM–1\u202fAM', 'Sunday': '9\u202fAM–1\u202fAM', 'Monday': '9\u202fAM–1\u202fAM', 'Tuesday': '9\u202fAM–1\u202fAM', 'Wednesday': '9\u202fAM–1\u202fAM', 'Thursday': '9\u202fAM–1\u202fAM', 'Friday': '9\u202fAM–1\u202fAM'}",117+ Photos,015 52552502,,,"Karma Restaurant & Cafe Point 90, AUC Ave, New Cairo 1, Cairo Governorate 4727421",,EG,,restaurants
0x145823e216e64055:0xef8c3ee9c0d8e137,malakite restaurant tagamo3,,30.0291193,31.4761585,,14,,['Indian restaurant'],"{'Saturday': '11\u202fAM–1:30\u202fAM', 'Sunday': '11\u202fAM–1:30\u202fAM', 'Monday': '11\u202fAM–1:30\u202fAM', 'Tuesday': '11\u202fAM–1:30\u202fAM', 'Wednesday': '11\u202fAM–1:30\u202fAM', 'Thursday': '11\u202fAM–1:30\u202fAM', 'Friday': '11\u202fAM–1:30\u202fAM'}",26 Photos,011 23074916,,,"2FHG+JFV malakite restaurant tagamo3, N 90th Street - Service Ln, New Cairo 1, Cairo Governorate 11865",,EG,,restaurants
0x1458237893cad435:0x953f41c426e10356,Al Wady Restaurant,https://www.facebook.com,29.972039,31.490722,$$,490,Moderately expensive,['Restaurant'],"{'Sunday': '7\u202fAM–7\u202fPM', 'Monday': '7\u202fAM–7\u202fPM', 'Tuesday': '7\u202fAM–7\u202fPM', 'Wednesday': '7\u202fAM–7\u202fPM', 'Thursday': '7\u202fAM–7\u202fPM', 'Friday': '7\u202fAM–7\u202fPM', 'Saturday': '7\u202fAM–7\u202fPM'}",88+ Photos,02 25621007,,,"XFCP+H74 Al Wady Restaurant, مجمع خدمات الألف مصنع، Industrial Area, New Cairo 3, Cairo Governorate 11865",,EG,,restaurants
0x145822f184478e37:0xc8d25e10d31d854d,Bab Tooma (concord plaza),,30.0250467,31.4823391,$$$,2145,Expensive,"['Syrian restaurant', 'Coffee shop']","{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–2\u202fAM', 'Friday': '9\u202fAM–2\u202fAM'}",454+ Photos,010 23744460,,,"2FGJ+2W8 Bab Tooma (concord plaza)، South, N Teseen St, Cairo Governorate",,EG,,restaurants
0x14583ef1620c4993:0xacf7dc13ab2215f9,Limozin Restaurant,https://www.addarea.com,30.0446007,31.3252784,$$,2529,Moderately expensive,['Egyptian restaurant'],"{'Saturday': '12\u202fPM–3\u202fAM', 'Sunday': '12\u202fPM–3\u202fAM', 'Monday': '12\u202fPM–3\u202fAM', 'Tuesday': '12\u202fPM–3\u202fAM', 'Wednesday': '12\u202fPM–3\u202fAM', 'Thursday': '12\u202fPM–3\u202fAM', 'Friday': '12\u202fPM–3\u202fAM'}",540+ Photos,011 44444974,,,"Limozin Restaurant, ٢٣شارع Al Khalifa Al Zaher, Al Hay as Sabea, Nasr City, Cairo Governorate 4434051",,EG,,restaurants
0x14583c8690ea9453:0x5eb2d45018522c4c,Swing Restaurant & Cafe,,29.995474,31.405583,,10,,['Restaurant'],"{'Sunday': '7\u202fAM–11\u202fPM', 'Monday': '7\u202fAM–11\u202fPM', 'Tuesday': '7\u202fAM–11\u202fPM', 'Wednesday': '7\u202fAM–11\u202fPM', 'Thursday': '7\u202fAM–11\u202fPM', 'Friday': '7\u202fAM–11\u202fPM', 'Saturday': '7\u202fAM–11\u202fPM'}",4 Photos,02 27580512,,,"Swing Restaurant & Cafe, New Cairo 1, Cairo Governorate 4721010",,EG,,restaurants
0x14583ceff20e3a6f:0x66f8eef99b31f8bc,900 degrees | Downtown Mall,https://www.instagram.com,30.0173365,31.4121658,,1514,,"['Pizza restaurant', 'Italian restaurant']","{'Sunday': '12\u202fPM–12\u202fAM', 'Monday': '12\u202fPM–12\u202fAM', 'Tuesday': '12\u202fPM–12\u202fAM', 'Wednesday': '12\u202fPM–12\u202fAM', 'Thursday': '12\u202fPM–12\u202fAM', 'Friday': '1\u202fPM–12\u202fAM', 'Saturday': '12\u202fPM–12\u202fAM'}",839+ Photos,010 66666911,,,"900 degrees | Downtown Mall, Downtown mall, Cairo Governorate",,EG,,restaurants
0x145823154519321d:0xeebc51c7b0461dfb,NARANJ Restaurant,,30.0287609,31.4555129,,124,,['Middle Eastern restaurant'],,2025+ Photos,010 22229930,,,"NARANJ Restaurant, 224 2nd district off, N 90th Street - Service Ln, New Cairo 1, Cairo Governorate 11865",,EG,,restaurants
0x145823c2b95a80c5:0xc45a8bc820e2501f,Code Restaurant & Bar,https://www.facebook.com,30.025608,31.4557571,,282,,"['Restaurant', 'Bar', 'Lounge']",,32 Photos,015 55552592,,,"2FG4+68R Code Restaurant & Bar, in Dusit Thani Lakeview Hotel, El-Tesseen street, New Cairo 1, Cairo Governorate 11835",,EG,,restaurants
0x145823f2e69fb4ad:0xd0bb055b955b10ed,MACAN Restaurant River Walk,https://www.facebook.com,30.0378126,31.4753359,$$,385,Moderately expensive,['Restaurant'],"{'Saturday': '10\u202fAM–1\u202fAM', 'Sunday': '10\u202fAM–1\u202fAM', 'Monday': '10\u202fAM–1\u202fAM', 'Tuesday': '10\u202fAM–1\u202fAM', 'Wednesday': '10\u202fAM–1\u202fAM', 'Thursday': '10\u202fAM–1\u202fAM', 'Friday': '10\u202fAM–1\u202fAM'}",176+ Photos,010 26496700,,,"MACAN Restaurant River Walk, River Walk Mall, Mohammed Nagib Axis, New Cairo 1, Cairo Governorate 4740201",,EG,,restaurants
0x14583ccdd4208473:0x8ff5671b1717e104,Baladina Oriental Restaurant,https://www.elmenus.com,30.008314,31.440159,,11,,['Restaurant'],"{'Saturday': '9\u202fAM–1\u202fAM', 'Sunday': '9\u202fAM–1\u202fAM', 'Monday': '9\u202fAM–1\u202fAM', 'Tuesday': '9\u202fAM–1\u202fAM', 'Wednesday': '9\u202fAM–1\u202fAM', 'Thursday': '9\u202fAM–1\u202fAM', 'Friday': '9\u202fAM–1\u202fAM'}",40 Photos,010 98666490,,,"2C5R+83F Baladina Oriental Restaurant، القاهرة, القاهرة الجديدة, New Cairo 1",,EG,,restaurants
0x14583d9c68471acf:0xb2cf4663bfb43f6f,Blessing Nigerian restaurant,,30.0477568,31.3780719,,24,,['Restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",821+ Photos,011 15107839,,,"Blessing Nigerian restaurant, 77 Al Shoki, Al Hay Al Asher, Nasr City, Cairo Governorate 11765",,EG,,restaurants
0x14583e488a3665a1:0xe0b747cce38aa555,Nagaf Restaurant,,30.0710255,31.3185619,$,1389,Inexpensive,"['Falafel restaurant', 'Fast food restaurant']","{'Sunday': '7\u202fAM–11\u202fPM', 'Monday': '7\u202fAM–11\u202fPM', 'Tuesday': '7\u202fAM–11\u202fPM', 'Wednesday': '7\u202fAM–11\u202fPM', 'Thursday': '7\u202fAM–11\u202fPM', 'Friday': '7\u202fAM–11\u202fPM', 'Saturday': '7\u202fAM–11\u202fPM'}",201+ Photos,011 40552053,,,"Nagaf Restaurant, Youssef Abbas, El-Tawfik, Nasr City, Cairo Governorate 4451010",,EG,,restaurants
0x14583d22cf24d6bf:0xe7b815ef67127ac2,Crab House Seafood Restaurant,,29.9957056,31.430808,,62,,['Seafood restaurant'],"{'Sunday': '10\u202fAM–11\u202fPM', 'Monday': '10\u202fAM–11\u202fPM', 'Tuesday': '10\u202fAM–11\u202fPM', 'Wednesday': '10\u202fAM–11\u202fPM', 'Thursday': '10\u202fAM–11\u202fPM', 'Friday': '10\u202fAM–11\u202fPM', 'Saturday': '10\u202fAM–11\u202fPM'}",16 Photos,012 10900006,,,"Crab House Seafood Restaurant, al saraya mall, street 4, New Cairo 1, Cairo Governorate 4722402",,EG,,restaurants
0x14583ccdd4208473:0xc0e40f05fa15703e,Luciano Restaurant,,30.008314,31.440159,,,,['Restaurant'],,,012 70005413,,,"2C5R+83F Luciano Restaurant, New Cairo 1, Cairo Governorate 4723344",,EG,,restaurants
0x1458239a00733b17:0xca5e609f5a1024a6,Tesla Restaurant and Cafe,,30.0267028,31.4655123,,50,,['Fast food restaurant'],"{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–2\u202fAM', 'Friday': '9\u202fAM–2\u202fAM'}",30 Photos,011 18886400,,,"Tesla Restaurant and Cafe، القطعة 292, القطاع الثانى, المنطقة التجارية, Cairo Governorate",,EG,,restaurants
0x1458256e6473e5df:0xcac077fd3dc4391b,Diet Delight Restaurant,,29.9567462,31.4977816,,4,,['Restaurant'],"{'Sunday': '10\u202fAM–10\u202fPM', 'Monday': '10\u202fAM–10\u202fPM', 'Tuesday': '10\u202fAM–10\u202fPM', 'Wednesday': '10\u202fAM–10\u202fPM', 'Thursday': '10\u202fAM–10\u202fPM', 'Friday': '10\u202fAM–10\u202fPM', 'Saturday': '10\u202fAM–10\u202fPM'}",,012 20220208,,,"Diet Delight Restaurant, Plot 173, Cairo Governorate",,EG,,restaurants
0x14583f7bdd9c2b85:0x4c1c1299e3a8e96,Taj Indian Restaurant مطعم التاج الهندي,,30.0660401,31.2772333,,108,,"['Restaurant', 'Andhra restaurant', 'Arab restaurant', 'Asian fusion restaurant', 'Bangladeshi restaurant', 'Food court', 'Indian restaurant', 'Pakistani restaurant']",,158+ Photos,010 70341300,,,"Taj Indian Restaurant مطعم التاج الهندي, شارع ٨٠ ، ميدان عبده باشا, El-Abaseya, Cairo Governorate 11517",,EG,,restaurants
0x145823845ceecd21:0x3c783865a98db281,Chinese Restaurant,https://www.bit.ly,30.046763,31.4686627,,42,,['Restaurant'],"{'Sunday': '11\u202fAM–11\u202fPM', 'Monday': '11\u202fAM–11\u202fPM', 'Tuesday': '11\u202fAM–11\u202fPM', 'Wednesday': '11\u202fAM–11\u202fPM', 'Thursday': '11\u202fAM–11\u202fPM', 'Friday': '11\u202fAM–11\u202fPM', 'Saturday': '11\u202fAM–11\u202fPM'}",109+ Photos,010 17595739,,,"Chinese Restaurant, بالقرب من عبد الحميد جودة السحار، محافظة القاهرة‬،, التجمع الاول البنفسج 9 شارع عبد الحميد جودة السحار مول 1, القاهرة الجديدة, القاهرة 11865",,EG,,restaurants
0x14585b0026728149:0x83752f30d47fc71b,Park restaurant Hayat Regency West,,30.0182259,31.0730807,,3,,['Restaurant'],,2 Photos,,,,"238C+WMG Park restaurant Hayat Regency West, Cairo - Alexandria Desert Rd, First 6th of October, Giza Governorate 3296130",,EG,,restaurants
0x14585b51175f8b39:0x8445b1f4a49142dd,Food gates,,30.0821263,31.0163978,,4,,['Family restaurant'],,,,,,"32J8+QH3 Food gates, Parking lot, First 6th of October, Kerdasa, Giza Governorate 3630110",,EG,,restaurants
0x14585180b4d63f65:0x1dc68b7f98357146,Maxim food and drink,,29.990948,30.9920824,,2,,['Restaurant'],,9 Photos,010 24501552,,,"XXQR+XW2 Maxim food and drink, Underconstruction, First 6th of October, Giza Governorate 3237230",,EG,,restaurants
0x1458517f9a76305f:0x4dc45e8b950ffd9,Tempo 18 water park,,30.0007354,30.9880488,,4,,['Restaurant'],"{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–2\u202fAM', 'Friday': '9\u202fAM–2\u202fAM'}",29 Photos,010 19000236,,,"Tempo 18 water park, 118 8st, 6october, First 6th of October, Giza Governorate 12345",,EG,,restaurants
0x14585b7367070de9:0xef60fe381da1eb05,Food lovers station,,30.058428,31.0526257,,1,,['Fast food restaurant'],,,,,,"Food lovers station, الكيلو 26، الظهير الصحراوى لمحافظة الجيزة، الجيزة،،, Kerdasa, Giza Governorate 3651042",,EG,,restaurants
0x145857786d1ae9c5:0x45534777f2eb1587,Ribs & More,,29.9738822,30.941345,,,,['American restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",,015 59633998,,,"Ribs & More, 6 فندق السراياAl Hossary Park6 أكتوبر - المحور المركزى, أمام, Giza Governorate 12566",,EG,,restaurants
0x145857003c6942d5:0x7b63fe73a7feb656,Chili's شيليز,,30.0098892,30.9849768,,7,,['Restaurant'],,100+ Photos,,,,"2X5M+XWF Chili's شيليز, First Al Sheikh Zayed, Giza Governorate 3242050",,EG,,restaurants
0x145851656a768f23:0x445ce436ed6fd5b4,Revive,,29.9532936,31.065558,,3,,['Restaurant'],,,011 59457442,,,"X338+867 Revive, El Wahat Rd, First 6th of October, 6th of October City (2), Giza Governorate 3281602",,EG,,restaurants
0x1458f3e53efb5543:0xf6d253dd1a78fa28,مطعم وكبابجي ابو مازن,,30.1563273,30.7718369,,29,,['Restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",14 Photos,,,,"5Q4C+GPP مطعم وكبابجي ابو مازن، Unnamed Road, الظهير الصحراوى لمحافظة الجيزة، الجيزة،، الظهير الصحراوى لمحافظة الجيزة، الجيزة،, Kerdasa",,EG,,restaurants
0x145851b6e2e497f1:0x2f57666deabb21f9,Antichi,https://www.facebook.com,29.9594098,31.0597997,,43,,['Restaurant'],"{'Saturday': '12\u202fPM–2\u202fAM', 'Sunday': '12\u202fPM–2\u202fAM', 'Monday': '12\u202fPM–2\u202fAM', 'Tuesday': '12\u202fPM–2\u202fAM', 'Wednesday': '12\u202fPM–2\u202fAM', 'Thursday': '12\u202fPM–2\u202fAM', 'Friday': '12\u202fPM–2\u202fAM'}",63+ Photos,012 08444402,,,"X355+QW7 Antichi, Unnamed Road, First 6th of October, Giza Governorate 3291408",,EG,,restaurants
0x14585b0075962d3d:0xaa65ba3788f06002,COMO restaurant,,30.0156894,31.0299908,,,,['Italian restaurant'],,3 Photos,,,,"228H+7X8 COMO restaurant, First 6th of October, Giza Governorate 3292707",,EG,,restaurants
0x14585ba630b25a05:0xdb4fbc8966acd8a8,Moya,,30.0641371,31.0263045,,3,,['Restaurant'],"{'Sunday': '9\u202fAM–6\u202fPM', 'Monday': '9\u202fAM–6\u202fPM', 'Tuesday': '9\u202fAM–6\u202fPM', 'Wednesday': '9\u202fAM–6\u202fPM', 'Thursday': '9\u202fAM–6\u202fPM', 'Friday': '9\u202fAM–6\u202fPM', 'Saturday': '9\u202fAM–6\u202fPM'}",7 Photos,010 90500480,,,"327G+MG3 Moya, Cairo - Alexandria Desert Rd, Kerdasa, Giza Governorate 3650303",,EG,,restaurants
0x14585b4720d826d1:0xa95580be83d9157d,Sushi Club,,30.0625765,31.0296373,,5,,['Japanese restaurant'],"{'Sunday': '1–11\u202fPM', 'Monday': '1–11\u202fPM', 'Tuesday': '1–11\u202fPM', 'Wednesday': '1–11\u202fPM', 'Thursday': '1–11\u202fPM', 'Friday': '1–11\u202fPM', 'Saturday': '1–11\u202fPM'}",,010 06675599,,,"327H+2VJ Sushi Club, Unnamed Road, First 6th of October, Kerdasa, Giza Governorate",,EG,,restaurants
0x14585b00be0ba081:0x19da167fddebd97c,Izakaya,https://www.izakayacairo.com,30.0115067,31.0291028,,901,,['Japanese restaurant'],"{'Saturday': '2\u202fPM–1\u202fAM', 'Sunday': '4\u202fPM–1\u202fAM', 'Monday': '4\u202fPM–1\u202fAM', 'Tuesday': '4\u202fPM–1\u202fAM', 'Wednesday': '4\u202fPM–1\u202fAM', 'Thursday': '2\u202fPM–2\u202fAM', 'Friday': '2\u202fPM–2\u202fAM'}",308+ Photos,012 71116223,,,"Izakaya, Palm Central, Palm Hills, Sheikh Zayed, Giza Governorate",,EG,,restaurants
0x145851f09191c971:0x3c79016431394639,جرينز greens,,29.9744862,30.988845,,,,['Western restaurant'],,Photos,,,,"XXFQ+QGX جرينز greens, First 6th of October, 6th of October City (3), Giza Governorate 3280001",,EG,,restaurants
0x14584fa101258e3b:0x6921c5cc27655a38,Pasta way,,29.9717366,31.105955,,2,,['Italian restaurant'],"{'Saturday': '12\u202fPM–3\u202fAM', 'Sunday': '12\u202fPM–3\u202fAM', 'Monday': '12\u202fPM–3\u202fAM', 'Tuesday': '12\u202fPM–3\u202fAM', 'Wednesday': '12\u202fPM–3\u202fAM', 'Thursday': '12\u202fPM–3\u202fAM', 'Friday': '12\u202fPM–3\u202fAM'}",,010 11380252,,,"X4C4+CCW Pasta way, Al Haram, Giza Governorate 3510428",,EG,,restaurants
0x14585bfe6e292c2d:0xc494f7d8af6efaf4,Zack's,,30.064217,31.0271413,,216,,"['Restaurant', 'Fried chicken takeaway']","{'Sunday': '11\u202fAM–12\u202fAM', 'Monday': '11\u202fAM–12\u202fAM', 'Tuesday': '11\u202fAM–12\u202fAM', 'Wednesday': '11\u202fAM–12\u202fAM', 'Thursday': '11\u202fAM–12\u202fAM', 'Friday': '11\u202fAM–12\u202fAM', 'Saturday': '11\u202fAM–12\u202fAM'}",45+ Photos,012 00002164,,,"327G+MVJ Zack's، Dandy Mega Mall Food Court, Cairo - Alexandria Desert Rd, Giza Governorate",,EG,,restaurants
0x145c3ba7023107b5:0x2e543ef476f58a25,PAUL Bakery & Restaurant,https://www.paularabia.com,29.2874398,29.6562522,,,,"['French restaurant', 'Bakery', 'Cafe']","{'Sunday': '9\u202fAM–11\u202fPM', 'Monday': '9\u202fAM–11\u202fPM', 'Tuesday': '9\u202fAM–11\u202fPM', 'Wednesday': '9\u202fAM–11\u202fPM', 'Thursday': '9\u202fAM–11\u202fPM', 'Friday': '9\u202fAM–11\u202fPM', 'Saturday': '9\u202fAM–11\u202fPM'}",46 Photos,011 23477776,,,"PAUL Bakery & Restaurant, El Wahat Rd, Al Giza Desert, Giza Governorate 3060001",,EG,,restaurants
0x14585ba3cfcaf0cd:0x72127ec8ddb31d6,KIX,,30.0640707,31.0269778,,1,,['Restaurant'],"{'Sunday': '10\u202fAM–12\u202fAM', 'Monday': '10\u202fAM–12\u202fAM', 'Tuesday': '10\u202fAM–12\u202fAM', 'Wednesday': '10\u202fAM–12\u202fAM', 'Thursday': '10\u202fAM–12\u202fAM', 'Friday': '10\u202fAM–12\u202fAM', 'Saturday': '10\u202fAM–12\u202fAM'}",Photos,012 02222069,,,"327G+JQH KIX, Cairo - Alexandria Desert Rd, Kerdasa, Giza Governorate 3650303",,EG,,restaurants
0x1458233de13b0db3:0x4e5a607dfbcf3be5,Guaco Restaurant & Cafe,,30.0272932,31.4771654,,47,,['Restaurant'],"{'Saturday': '10\u202fAM–1\u202fAM', 'Sunday': '10\u202fAM–1\u202fAM', 'Monday': '10\u202fAM–1\u202fAM', 'Tuesday': '10\u202fAM–1\u202fAM', 'Wednesday': '10\u202fAM–1\u202fAM', 'Thursday': '10\u202fAM–1\u202fAM', 'Friday': '10\u202fAM–1\u202fAM'}",205+ Photos,010 01612829,,,"Guaco Restaurant & Cafe, North 90 road, New Cairo 3, Cairo Governorate 11835",,EG,,restaurants
0x14583f9941599a57:0x841e974c9510f274,Le Ciel Restaurant & Cafe,https://www.facebook.com,30.0538892,31.3287964,$$,284,Moderately expensive,['Restaurant'],"{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–2\u202fAM', 'Friday': '9\u202fAM–2\u202fAM'}",78+ Photos,010 06469460,,,"Le Ciel Restaurant & Cafe, 9 Mohammed Youssef Moussa, Al Manteqah Al Oula, Nasr City, Cairo Governorate 4450103",,EG,,restaurants
0x14583e5d94c66301:0x446001a43b015934,Mutiara Restaurant,https://www.facebook.com,30.0419088,31.3315701,$,141,Inexpensive,"['Thai restaurant', 'Restaurant']","{'Sunday': '3–10\u202fPM', 'Monday': '3–10\u202fPM', 'Tuesday': '3–10\u202fPM', 'Wednesday': '3–10\u202fPM', 'Thursday': '3–10\u202fPM', 'Friday': 'Closed', 'Saturday': '3–10\u202fPM'}",101+ Photos,011 43360892,,,"Mutiara Restaurant، ٧شارع طه الدينارى الحي السابع، حى السابع, Nasr City, Cairo Governorate",,EG,,restaurants
0x14583e5036c7112b:0x42daf502c54eac1e,Morgana Restaurant,https://www.facebook.com,30.0627698,31.3174436,,375,,['Restaurant'],"{'Sunday': '12\u202fPM–12\u202fAM', 'Monday': '12\u202fPM–12\u202fAM', 'Tuesday': '12\u202fPM–12\u202fAM', 'Wednesday': '12\u202fPM–12\u202fAM', 'Thursday': '12\u202fPM–12\u202fAM', 'Friday': '12\u202fPM–12\u202fAM', 'Saturday': '12\u202fPM–12\u202fAM'}",487+ Photos,02 24023730,,,"3878+4X4 Morgana Restaurant, Gameat Al Azhar, Qesm Than Madinet Nasr, Cairo Governorate 4434124",,EG,,restaurants
0x14583ce772a52401:0x6e498dd4fab948b6,sQuare Restaurant & Cafe مطعم وكافيه سكوير,,30.0186734,31.4215039,$$,434,Moderately expensive,"['Restaurant', 'Coffee shop']","{'Saturday': '9\u202fAM–1\u202fAM', 'Sunday': '9\u202fAM–1\u202fAM', 'Monday': '9\u202fAM–1\u202fAM', 'Tuesday': '9\u202fAM–1\u202fAM', 'Wednesday': '9\u202fAM–1\u202fAM', 'Thursday': '9\u202fAM–1\u202fAM', 'Friday': '9\u202fAM–1\u202fAM'}",232+ Photos,010 62001926,,,"sQuare Restaurant & Cafe مطعم وكافيه سكوير، Banks Center Street شارع البنوك والمطاعم 90 Street, S Teseen, New Cairo 1, Cairo Governorate 11835",,EG,,restaurants
0x14582385d97b6061:0x63ceb9472f36278,Fiori Restaurant,,30.0496377,31.4756879,,46,,['Restaurant'],"{'Saturday': '9\u202fAM–1\u202fAM', 'Sunday': '9\u202fAM–1\u202fAM', 'Monday': '9\u202fAM–1\u202fAM', 'Tuesday': '9\u202fAM–1\u202fAM', 'Wednesday': '9\u202fAM–1\u202fAM', 'Thursday': '9\u202fAM–1\u202fAM', 'Friday': '9\u202fAM–1\u202fAM'}",45+ Photos,010 63740093,,,"Fiori Restaurant, Inside Cloud 9 Mall محور محمد نجيب اول, 11765",,EG,,restaurants
0x1457f513a7c995c3:0x50a0c56fb939613c,Nara Lebanese Restaurant,https://www.linktr.ee,30.0212206,31.5288245,,51,,['Lebanese restaurant'],,94+ Photos,012 12000016,,,"2GCH+5HX Nara Lebanese Restaurant, Agora Mall, El Nasr, New Cairo 1, Cairo Governorate 4760020",,EG,,restaurants
